z,log_mstar,logstellardens,sigma
0.08232,10.7227,9.17305,179.1499
0.0963,10.7332,8.75204,138.1391
0.096,10.9817,8.87376,141.5002
0.2283,11.262,8.97171,108.2689
0.08125,10.6136,8.52949,131.3362
0.13038,11.1745,8.76294,128.4169
0.09908,10.5877,8.83678,88.4877
0.07754,11.145,8.97365,192.53239
0.13014,10.9983,9.28386,195.08321
0.08025,10.8122,9.01595,146.9872
0.08103,10.8713,8.80378,91.4582
0.13981,11.0898,8.96887,88.7016
0.0851,10.8466,8.97259,161.0963
0.14279,10.9917,8.55135,75.7456
0.097,10.4077,8.43199,140.33141
0.14233,10.6618,8.45994,90.0005
0.10263,10.6137,8.14462,70.5663
0.077,10.5838,8.64529,144.1489
0.10844,10.973,8.74616,144.55409
0.02567,10.5767,8.9267,115.8427
0.02068,10.2847,9.18925,81.5903
0.07852,10.8537,8.90539,170.79691
0.14294,10.7469,8.34767,88.7685
0.07826,11.033,9.28128,187.34599
0.13093,10.9905,8.66999,91.4635
0.08724,10.2216,8.44935,106.3489
0.15804,11.27,8.88976,191.91679
0.0968,11.0748,8.43213,109.7986
0.10445,10.511,8.47335,85.2445
0.06566,10.6731,8.71585,104.5259
0.11268,10.7091,8.63349,81.5868
0.0608,10.6101,8.86595,167.94
0.06415,10.7733,8.76064,164.4727
0.09181,10.6805,8.77144,167.4789
0.08858,10.5931,8.99207,180.20351
0.07915,10.3376,8.46308,116.8703
0.04062,10.4045,8.74059,112.4165
0.09963,10.6953,8.39041,133.35741
0.11142,10.6857,8.75392,76.7001
0.11244,10.8399,8.79672,144.306
0.12844,10.9909,8.61889,79.2687
0.02142,9.4313,8.95715,59.308
0.03711,10.4158,8.75288,93.4476
0.01967,10.3661,8.99676,86.943
0.12191,10.7477,8.42348,112.8509
0.07771,10.5117,8.45555,97.3933
0.1196,10.8084,8.69408,107.7129
0.07081,11.441,9.07921,279.86209
0.0719,10.6487,8.3937,104.2473
0.07037,11.1898,8.66236,129.9118
0.04032,10.6591,8.59572,99.0343
0.07562,10.71,8.86829,162.70531
0.18105,11.12,8.59122,211.209
0.08377,10.3199,8.71268,116.519
0.07509,10.2419,8.4371,127.3446
0.09515,10.4908,8.72813,80.7529
0.07037,10.647,8.70884,91.5426
0.07142,10.7243,8.93139,132.7133
0.08317,10.4369,8.69924,126.5808
0.08188,11.3219,8.84249,219.3766
0.12146,10.9712,8.62692,143.4294
0.0755,10.6989,8.81883,147.8313
0.12087,11.0692,8.8174,195.62061
0.11917,11.2505,9.15612,256.79089
0.17688,11.0351,8.7952,163.27699
0.09965,11.0388,8.97619,229.22729
0.08146,11.056,9.09545,249.9693
0.10005,11.1155,8.96004,121.225
0.20019,11.1856,8.61914,191.1675
0.15767,10.7576,8.57031,125.189
0.12427,10.7074,8.90978,167.86571
0.18494,10.9246,8.90735,199.6443
0.18498,10.9647,8.81292,201.1404
0.12619,11.0306,8.58968,226.3873
0.12461,11.2728,8.81801,236.7498
0.11579,10.6821,8.63189,153.2435
0.18536,11.0284,8.52086,95.399
0.07196,10.9369,8.92718,210.7673
0.07394,11.0245,8.85214,189.59509
0.11705,10.7273,8.86264,150.78551
0.07516,10.9659,8.48944,98.6854
0.07786,10.7549,8.74846,188.82449
0.11442,10.8639,8.78147,190.72861
0.06316,10.8044,8.83486,166.4482
0.12781,10.8847,8.94467,180.38049
0.2037,11.3152,8.6789,197.03619
0.07242,10.5449,8.00657,176.782
0.18251,11.1463,8.41972,143.74519
0.12657,10.7728,8.76899,116.1016
0.07221,10.866,8.79692,154.3968
0.18842,10.9427,8.56436,237.1767
0.11693,10.7836,8.53839,166.496
0.0996,10.8312,8.54248,151.1245
0.12185,10.9483,8.47784,152.2677
0.07908,10.8139,8.82814,170.4476
0.18367,10.8321,8.79078,159.9487
0.05947,10.5456,8.57459,96.0923
0.10169,10.4868,8.58339,156.5844
0.06015,10.4048,8.85602,136.7502
0.08197,10.2676,8.81228,123.2137
0.07944,10.9036,8.88049,150.26711
0.06301,10.2048,8.9398,129.2662
0.11333,10.3631,8.44393,157.2935
0.12953,10.7001,8.67724,187.70641
0.07653,11.1749,9.48473,189.1015
0.07849,10.3404,9.14073,108.3377
0.16987,10.8588,8.57555,181.9068
0.16278,11.4801,8.82234,176.61369
0.15904,11.3137,8.80588,169.494
0.11281,10.9369,8.8142,129.7
0.11778,10.4791,8.62966,139.33859
0.07784,11.2722,8.91229,162.4222
0.07776,11.4714,8.90457,252.84039
0.09549,10.594,8.85862,109.4733
0.03488,10.6254,8.45144,99.1848
0.0955,10.5551,8.37317,40.9867
0.11686,11.148,8.76424,222.56461
0.09757,10.328,8.46867,108.8499
0.15757,10.8784,8.69302,135.33211
0.08228,10.3192,8.88345,82.2312
0.18348,11.5269,8.80689,219.4669
0.08273,10.4082,9.09328,118.4646
0.09367,10.7031,8.86992,151.009
0.07464,11.1546,8.9802,188.08459
0.17349,11.4115,8.95878,266.86639
0.0822,11.0946,8.6912,148.1754
0.18293,11.0041,8.42498,147.9041
0.07608,10.9784,8.77014,137.2312
0.07123,10.6368,9.17333,127.4951
0.18177,11.3074,9.18102,202.00459
0.0746,10.7757,9.2325,156.1003
0.10024,10.7256,8.66645,144.125
0.15355,11.6387,9.11812,291.21689
0.04795,11.0511,9.12311,151.4194
0.13245,11.3358,9.07566,181.2863
0.07286,10.3849,8.91007,118.8583
0.12429,10.7056,9.08174,154.5788
0.04802,10.298,8.95806,90.7408
0.07313,10.8564,9.406,216.4982
0.0785,10.1042,8.82997,73.4221
0.08208,11.0173,9.39751,154.3158
0.1507,11.585,9.08796,246.9176
0.11943,11.264,9.12958,225.0553
0.06637,10.5995,8.85697,137.8082
0.15651,10.9309,8.82015,109.5837
0.1174,10.7354,8.87309,102.159
0.04023,10.8242,9.27755,238.1779
0.03944,10.8335,8.90694,129.694
0.15755,11.2,8.66378,164.5056
0.08694,10.6805,8.88347,116.4184
0.15854,11.1641,9.1006,185.332
0.15677,11.1384,9.32956,222.7986
0.17211,10.8758,9.19983,215.81889
0.13417,10.9704,8.74632,147.4915
0.12399,11.2417,8.9673,158.1087
0.07098,10.3325,8.67636,102.043
0.12013,10.7082,8.53775,120.5593
0.15748,11.4182,8.77444,176.40849
0.15502,11.1618,8.91378,179.59129
0.07272,10.7675,9.01518,116.6175
0.08324,10.7186,8.9685,137.04379
0.13375,10.9843,8.58266,91.0354
0.15495,10.9831,8.93116,123.7869
0.03951,10.1889,8.74417,70.391
0.12295,11.219,8.82395,153.6763
0.12219,10.6379,8.48836,98.1099
0.06856,11.4947,9.09729,235.17281
0.05044,10.4243,9.02633,94.9387
0.06851,10.4731,8.63111,75.1434
0.12337,11.232,8.8691,177.0864
0.07969,10.7024,9.09204,127.7365
0.10791,10.6925,9.09837,122.0379
0.07975,11.5411,9.58272,226.72791
0.15649,10.9754,8.75998,142.2692
0.15615,11.0433,9.14126,250.0674
0.07894,10.7315,9.01335,77.5143
0.0839,10.7782,9.00598,141.17
0.19642,11.1384,8.66897,96.4767
0.03834,10.1996,9.26982,107.7507
0.07933,10.6421,8.52547,61.9435
0.11938,11.2369,8.81205,141.14529
0.07027,10.597,9.15997,96.7885
0.06986,10.8832,8.87331,138.3017
0.07134,10.8694,9.0764,128.14999
0.07142,10.4175,8.81604,90.2996
0.11815,11.1372,8.62065,82.8958
0.12081,10.9317,8.2439,107.0833
0.07898,10.2338,8.77723,74.2692
0.1087,10.9613,8.6139,132.7184
0.18329,11.1577,8.81351,209.2592
0.11556,10.6546,8.47946,88.6249
0.02099,9.5694,8.27765,36.967
0.08227,11.0162,8.61288,165.5676
0.11164,10.6916,8.77464,136.4577
0.1046,10.7448,8.90356,130.0475
0.12006,10.9323,8.94466,151.5811
0.10699,10.2971,8.48735,87.3459
0.0721,10.7545,8.89037,115.4074
0.03363,9.9111,8.59233,47.5899
0.06384,10.1431,8.51235,78.8562
0.11634,10.7211,8.88295,148.04289
0.17602,11.1785,8.71306,98.9118
0.11681,11.1143,8.64282,142.07761
0.11096,10.9724,8.81746,168.2193
0.11704,11.16,9.14526,170.1149
0.07386,10.8628,8.85468,114.9283
0.10811,10.4441,8.30288,54.3251
0.14782,11.0416,8.99423,191.2061
0.11817,10.8649,8.90604,98.1257
0.11831,10.6265,8.53815,136.93649
0.09215,10.7466,8.81674,153.6179
0.1234,10.6887,8.77523,139.7812
0.10355,10.7318,8.78933,135.5463
0.17086,11.0314,8.62494,141.7719
0.10786,10.5825,8.85363,163.0045
0.10245,10.9411,8.68673,96.4409
0.1126,11.0434,8.69397,143.7914
0.11174,10.782,8.81132,134.94031
0.09928,10.7622,8.86546,129.2717
0.17369,11.2559,8.84438,194.51781
0.10722,10.8295,9.15494,600.0
0.07867,10.9737,8.95188,152.42529
0.11304,10.7753,8.85979,127.3594
0.07405,10.9743,8.59442,97.6167
0.09898,10.5099,8.84249,124.6252
0.12668,10.8409,8.85622,109.8613
0.07761,11.0026,8.93761,126.188
0.18541,11.1009,8.79895,205.45081
0.0728,10.3119,8.64992,71.1665
0.09862,11.2516,9.32354,162.0932
0.12024,10.6576,9.00593,75.8058
0.11621,10.9368,8.78754,121.7952
0.28059,11.7241,8.72974,121.9489
0.09209,10.4403,8.69569,105.0594
0.13958,10.8225,8.86244,151.0907
0.11189,10.5876,8.49094,77.0189
0.092,10.5244,8.63297,138.6293
0.11007,11.0328,8.49979,109.0931
0.11279,10.9437,8.8422,163.1758
0.07952,11.0185,9.09644,184.507
0.11533,10.9742,8.49816,138.5681
0.07298,10.6516,8.65575,107.9297
0.09301,10.6335,8.50417,65.2963
0.15766,11.0932,8.8815,201.439
0.11514,10.8963,8.59205,103.1252
0.16855,11.3211,8.91526,218.8493
0.13846,11.3411,9.23946,215.5611
0.15398,11.1197,8.76238,145.0611
0.15332,11.3751,8.75668,180.71001
0.13794,10.8301,9.14298,127.3431
0.11469,10.9049,8.22613,41.4226
0.1568,11.4295,8.98481,268.34549
0.11449,10.7533,8.79192,144.8788
0.1547,11.0247,8.84258,187.0979
0.1349,10.7441,8.63272,114.2985
0.06174,10.6394,8.69362,78.1963
0.1551,11.573,8.88481,269.58411
0.11212,10.8512,8.93453,142.1219
0.11611,11.2854,9.00849,194.3015
0.11274,10.7099,8.61055,136.5831
0.17771,10.9638,8.65045,119.5051
0.07219,10.6165,9.00109,137.5631
0.04202,10.0426,8.12451,38.3229
0.15629,10.9447,8.8338,141.8708
0.28725,11.7291,9.03439,315.07861
0.15735,11.2038,9.05202,178.53259
0.15867,11.1897,9.12635,208.4469
0.15681,11.0479,9.23906,187.15511
0.10754,10.8883,8.7593,114.6251
0.11573,11.0399,8.90927,151.091
0.11112,11.0158,8.72461,131.52921
0.10409,10.7584,8.7479,154.06821
0.1072,10.7527,9.07814,600.0
0.07991,10.9318,9.06343,160.71581
0.23758,11.4853,8.74034,259.858
0.0773,10.8191,9.05382,160.67999
0.0734,10.1483,8.54757,0.0
0.11696,11.1775,8.488,154.47929
0.15845,11.2284,8.80578,182.79269
0.0621,9.9024,8.43393,71.8491
0.07769,10.4379,9.00598,117.1958
0.0833,10.5756,8.98166,130.8083
0.11181,11.0459,9.05842,208.7395
0.15743,11.1343,8.67834,120.4322
0.10826,11.0712,8.90571,135.22929
0.07964,10.2208,8.52737,19.4314
0.07865,10.8408,9.09282,188.2424
0.12011,10.9418,9.09241,188.599
0.10998,10.223,8.54867,81.2539
0.10233,10.8235,8.85723,128.2491
0.11291,10.7986,8.60981,103.2744
0.03097,10.0427,8.62286,76.6276
0.15491,10.8772,8.7585,148.93719
0.07883,11.1823,8.59043,179.1559
0.15358,10.9119,8.43763,37.2065
0.16405,11.3178,8.9285,159.21201
0.11822,10.8548,8.84494,172.41949
0.07819,10.245,8.57722,104.2996
0.07949,10.2236,8.39284,69.4625
0.10497,10.777,8.67054,136.6866
0.0619,10.8963,9.1193,136.18739
0.14968,10.8015,8.78153,163.8875
0.16402,10.8905,8.60186,164.31709
0.10687,11.3843,8.92965,242.6927
0.08118,10.4986,8.72946,93.5587
0.13472,10.9545,8.52178,138.6785
0.09125,10.8834,8.66169,109.1362
0.08984,10.7401,8.59143,151.6778
0.18602,11.017,8.62901,124.2566
0.17052,11.0189,8.94262,159.57001
0.0814,10.0823,8.5129,81.3242
0.06376,10.5005,8.87074,128.46919
0.07516,10.5055,8.64963,90.668
0.15342,10.7793,8.81702,93.3361
0.15122,10.9789,8.61963,100.0288
0.10821,10.7012,8.55135,127.936
0.13942,11.167,9.10031,229.2971
0.13644,10.5701,8.52578,119.3176
0.14182,11.196,8.85767,225.8167
0.14155,10.843,8.76002,139.01489
0.1513,10.9338,9.02398,190.1971
0.16961,11.1614,8.95992,123.0919
0.14392,10.9144,8.95732,177.4155
0.04787,10.2202,8.04386,0.0
0.14297,10.9034,8.73404,152.27029
0.08488,10.5239,8.70203,119.004
0.13832,10.99,8.45544,126.3715
0.20188,11.3232,8.65389,156.0816
0.1087,10.8283,9.01885,153.9948
0.13862,11.2007,8.79148,171.1982
0.06379,10.697,8.74723,143.7072
0.23275,11.4301,8.91674,197.8147
0.13568,11.5181,8.89076,254.49471
0.23267,11.5906,8.99778,242.0594
0.09139,10.4603,8.83545,118.2528
0.09156,10.8928,8.92962,177.1481
0.08012,10.3181,8.35077,94.6708
0.1122,11.1684,8.91605,201.0107
0.11799,10.4264,8.55764,71.5299
0.11025,11.1117,8.90325,165.4006
0.08124,10.5999,8.34166,69.6243
0.07246,10.8368,9.11173,157.3513
0.1457,11.0836,8.9199,171.5735
0.1365,11.0474,8.91787,134.62131
0.07164,10.7023,9.37494,177.8165
0.11754,11.1438,8.95059,217.7117
0.07774,11.0136,8.73176,126.2503
0.07231,10.9006,9.19346,170.84061
0.13389,11.0127,9.05291,206.82179
0.07899,10.4419,8.92836,90.8175
0.11244,11.0136,8.99281,172.7601
0.0718,10.2273,8.3961,66.099
0.11073,10.9764,8.96077,224.1572
0.08054,10.8889,9.11928,165.047
0.07876,10.8244,8.82313,116.1421
0.07939,11.045,8.9987,153.40581
0.16396,10.8736,8.58496,154.4612
0.08433,10.1982,8.73041,118.0601
0.08114,10.5306,8.76138,118.6569
0.20238,11.1053,8.59599,167.30769
0.16416,11.2703,8.88116,194.1886
0.07226,10.3119,8.61374,64.6105
0.08506,10.8538,8.48382,67.6583
0.0312,10.4106,9.23826,147.38451
0.06917,9.9682,8.73834,82.7118
0.09183,10.8915,9.12767,155.427
0.07543,10.5919,8.95422,137.5529
0.14406,10.7997,8.8854,97.5335
0.1389,10.8691,8.9164,145.1098
0.04419,10.5794,8.89158,124.753
0.13805,11.0015,8.94229,133.466
0.07551,10.1772,8.57166,68.6289
0.07649,10.7754,8.86645,171.4789
0.09084,10.5082,8.73555,114.3662
0.0724,10.3713,8.8412,111.5928
0.14716,11.1801,8.97805,180.47971
0.1385,10.8989,8.97036,167.3885
0.11439,11.0043,9.21306,219.83521
0.09075,10.6174,8.71995,109.6715
0.10875,10.7671,8.6134,69.7292
0.10836,10.7299,9.1546,174.6684
0.02281,10.3448,8.73803,107.8613
0.1482,11.3041,8.69424,145.59959
0.08978,10.9189,8.86338,124.3062
0.18031,11.3474,8.70529,219.3045
0.11641,10.9083,8.56563,134.5614
0.07686,10.4827,8.59063,108.3181
0.10868,10.7168,8.80795,114.0424
0.02359,10.3213,8.62968,97.6734
0.11637,10.7253,8.39714,74.8191
0.07249,10.8988,8.91907,136.33881
0.07323,10.0303,8.59248,105.3441
0.11698,10.8816,8.746,172.2637
0.11688,11.4383,8.81235,230.7448
0.14347,11.0099,8.88836,157.6189
0.07333,11.2703,9.16645,190.757
0.02566,10.1084,8.31249,82.3618
0.10775,10.6107,8.80275,120.5169
0.14374,10.8347,8.67833,157.7699
0.1086,10.5098,8.77808,108.9515
0.10886,10.7872,8.89591,165.35291
0.15518,10.7138,8.49301,84.0437
0.17656,11.0851,8.61098,175.6241
0.08204,11.2879,8.66585,136.66701
0.09013,10.6937,8.45378,106.2637
0.08253,10.7105,8.75319,110.1978
0.08324,10.8454,8.98991,184.72211
0.14248,11.0607,8.53811,123.4411
0.09244,10.9692,9.08031,201.8044
0.07164,10.8784,9.09078,157.0845
0.14369,10.8567,8.64653,120.6889
0.13844,11.2975,8.6942,141.80161
0.09073,10.6218,9.39412,252.3232
0.08293,10.5989,9.24415,127.6747
0.08263,11.2388,9.01779,182.2545
0.10774,10.9799,8.6416,103.1885
0.09319,10.7305,8.86727,158.0239
0.12955,10.8375,8.43367,91.5291
0.15555,11.1011,8.99577,178.2886
0.08269,10.3971,8.53334,91.5172
0.08334,10.805,9.08118,162.16679
0.12687,11.3254,9.25271,340.11429
0.09007,10.9367,8.89977,153.70711
0.0912,10.8905,8.97528,188.3887
0.12769,10.773,9.02789,172.72
0.08183,10.466,8.75104,189.3046
0.14594,11.0134,8.85781,138.1736
0.1399,10.9802,8.77239,139.7787
0.07954,10.6337,8.9429,129.35429
0.11819,11.0434,9.05444,170.657
0.02344,10.1719,9.03658,129.8409
0.14396,10.9559,8.73724,149.1888
0.08267,10.4709,8.98876,165.1778
0.12863,10.748,8.52666,118.5436
0.10798,10.9925,8.54361,122.122
0.04841,10.5332,9.16028,161.3936
0.13413,11.2915,9.05923,211.3131
0.0701,10.9033,9.38941,189.0392
0.08177,10.4146,8.60318,117.5039
0.07201,10.8936,9.04048,145.2338
0.14409,11.1251,8.73218,143.9921
0.04733,10.9764,8.92535,97.3473
0.04852,10.2535,8.68526,103.0271
0.0702,10.691,8.57627,87.7931
0.07158,10.9646,8.87442,123.3322
0.16758,11.1501,8.8932,183.7561
0.16912,11.162,9.22054,202.3029
0.04837,10.9429,8.93874,133.88721
0.23612,11.4423,8.91918,230.6306
0.18833,11.3182,8.85454,238.53239
0.10882,11.0169,9.10171,208.1235
0.13844,11.1046,9.09816,217.9019
0.2223,11.3129,9.11344,183.2002
0.13241,11.2182,8.98053,137.4473
0.08179,11.014,9.14919,179.5094
0.07959,10.1383,8.76382,92.3546
0.14524,11.149,8.99699,219.668
0.08141,11.1684,8.9238,216.8904
0.08964,10.2554,8.88011,145.5463
0.13165,11.0043,8.9585,189.3214
0.09018,10.7065,8.72405,126.2546
0.15027,10.8087,8.3137,119.0502
0.02293,10.3348,8.80029,91.957
0.14503,10.6975,8.68852,120.1695
0.14947,11.0655,8.96151,179.88651
0.1385,11.2034,9.15225,193.11
0.14577,11.0172,8.93261,141.3954
0.08996,10.7968,9.05802,147.6194
0.08987,10.3155,8.34822,53.6758
0.08997,10.5748,8.82924,127.0577
0.10841,10.7678,8.90123,126.4733
0.14509,11.1383,8.81659,174.07739
0.19638,11.0292,8.30109,78.2452
0.10755,11.1002,9.07729,149.6301
0.07937,11.333,9.0031,191.5262
0.08338,10.7779,8.89949,125.8539
0.0896,10.3868,8.62804,93.2209
0.08804,10.7673,8.90151,124.0177
0.07093,10.7135,9.12449,133.25101
0.08095,10.9336,8.98435,177.78571
0.08853,11.0522,9.20004,172.3842
0.13824,10.9067,9.05136,140.1792
0.08233,10.8747,9.02775,116.4944
0.08365,10.5538,8.61215,99.0833
0.08234,10.3661,7.98964,68.3935
0.08141,10.6692,8.76457,97.6874
0.08001,10.9109,8.96037,162.3522
0.08848,10.2396,8.74487,91.6181
0.06391,11.352,9.08684,230.6026
0.14275,10.7664,8.76517,111.4817
0.08057,10.9454,8.61493,136.25211
0.08139,10.8234,9.14587,187.80029
0.07226,11.1977,8.91465,139.18941
0.08233,10.6782,8.9309,127.1307
0.15179,10.8764,8.74837,164.4454
0.0889,10.9758,8.8793,158.89571
0.07977,10.564,9.0141,137.8069
0.064,11.1771,9.17015,161.90691
0.08003,10.8525,8.83581,149.8157
0.08943,10.6928,8.48415,99.7125
0.12467,11.248,8.84125,118.1836
0.08187,10.2474,8.71041,69.9906
0.04788,10.0421,8.9164,95.216
0.08455,10.9156,8.94558,221.4153
0.08851,10.7506,9.18174,600.0
0.08145,10.5397,8.94536,148.77409
0.0903,10.5544,8.97875,135.8931
0.08955,11.2508,9.1624,231.0535
0.09046,10.7109,8.61133,108.726
0.08069,10.8058,8.87403,121.6552
0.07204,10.7352,8.77538,135.73531
0.08784,11.157,8.81141,216.1234
0.08896,10.992,8.77957,128.3042
0.0721,10.4906,8.9065,100.563
0.08892,10.7004,8.99382,153.8024
0.38582,12.0333,10.00374,149.4212
0.072,10.3894,9.01415,159.1749
0.08412,10.7386,8.86913,112.9155
0.09007,10.6621,8.83104,146.5966
0.12851,10.1118,8.6387,105.5825
0.07,10.1318,8.78116,139.09669
0.08177,10.7324,8.80024,138.0412
0.06944,10.6492,8.92712,129.1893
0.10822,10.8252,8.71916,157.2209
0.17025,11.078,8.85422,256.6933
0.09636,10.6309,8.38681,62.4163
0.08322,10.5182,8.28482,89.3863
0.18121,10.8394,8.84708,127.2821
0.07061,10.8807,9.01174,169.2937
0.09422,11.0564,8.9949,128.24519
0.08287,11.4357,9.06073,218.6786
0.07918,10.7308,9.0801,139.9325
0.08371,10.8969,8.94787,83.2232
0.08785,10.5871,8.78536,600.0
0.07133,10.5141,8.40422,82.8147
0.07132,10.5448,9.22959,112.8134
0.08373,10.5167,8.85985,106.4959
0.1083,10.926,8.58416,116.3715
0.22018,11.1824,8.85182,227.351
0.1376,11.1228,8.90647,197.2328
0.0831,11.0686,8.65666,147.9071
0.08237,10.6295,8.50698,95.0668
0.08322,10.3334,8.78471,88.4873
0.08207,10.8114,8.92334,136.6989
0.06132,10.0584,8.75345,96.1246
0.08223,10.5763,8.86331,125.7866
0.08416,10.7511,8.87765,108.3592
0.0816,10.4651,8.93464,110.5742
0.0836,10.6449,8.66272,104.7356
0.0856,10.4438,8.34571,73.1711
0.07141,10.9519,9.08771,166.0938
0.08629,10.5973,9.09295,153.8788
0.18838,11.2312,8.63769,154.0891
0.08415,10.7729,8.62493,104.2029
0.08409,10.8381,9.12992,118.1887
0.10826,10.7858,8.60177,94.0435
0.08299,11.169,9.19426,193.48219
0.08364,10.4259,8.89437,132.27
0.13607,11.0986,8.87908,166.1676
0.08339,10.8777,8.98008,175.8997
0.10285,10.4165,8.82061,136.9283
0.08245,11.3005,8.80914,192.5163
0.10399,10.9613,8.82492,159.4765
0.08213,11.3455,8.77627,133.2939
0.11367,10.6865,8.98417,129.4415
0.0721,10.502,8.9179,87.268
0.08871,11.0267,8.82916,152.8676
0.09006,10.6495,8.7195,140.7429
0.0483,10.0037,8.89466,109.0535
0.08456,11.0198,8.44916,129.7251
0.082,11.233,8.86582,159.1189
0.09124,10.4774,8.93286,157.34891
0.12046,10.8871,8.92272,159.1682
0.11681,10.7895,9.10062,155.6433
0.08675,11.1658,9.09203,197.0208
0.12043,10.9269,8.61339,120.6769
0.09013,10.7224,9.22471,203.65961
0.08637,10.9768,8.86143,168.02119
0.24051,11.1534,8.74096,207.1671
0.10726,11.1426,8.39405,128.91879
0.08926,11.0415,8.8416,161.5448
0.08996,10.6483,9.0736,121.3351
0.12901,10.2078,8.48048,137.1459
0.11982,10.6306,8.46541,53.2108
0.09697,10.8746,8.91145,113.4013
0.1469,10.8802,8.85551,171.4687
0.07162,10.7127,9.15688,153.2982
0.08299,10.5615,8.86489,106.3208
0.10802,10.4927,9.06788,125.2711
0.10662,10.7811,8.97703,121.4906
0.13629,11.0441,8.67729,174.4165
0.12194,11.3202,8.9377,195.44231
0.08107,11.2678,8.88258,187.7063
0.12519,10.6975,8.83197,145.9799
0.09489,10.5498,8.89987,79.4597
0.08133,10.8014,9.00789,118.9353
0.08335,10.45,8.76525,97.7698
0.04678,10.7888,9.01463,218.8674
0.12224,10.6027,8.86831,122.4407
0.23791,11.3631,8.83534,233.91451
0.07018,11.1461,9.08779,224.6357
0.10739,10.8576,8.85815,127.3846
0.07561,10.976,8.83004,162.0056
0.15884,11.0294,8.70551,169.5202
0.16679,11.0912,8.69778,157.6871
0.08125,10.7204,8.85739,140.9828
0.08182,10.582,8.97722,148.0153
0.12551,11.2363,9.04612,207.2999
0.07658,10.9727,8.65357,124.1421
0.0994,10.8911,9.00799,109.0725
0.14682,10.7096,8.61707,113.169
0.12448,10.8255,8.66684,78.3016
0.14536,10.8046,8.80511,121.6082
0.11899,11.1249,8.85254,155.0334
0.0748,11.0111,9.24853,166.6048
0.0742,10.43,8.62696,112.4107
0.09076,10.9784,8.87258,149.6729
0.09576,11.1528,8.8715,202.621
0.11301,10.5506,8.39165,118.2805
0.11271,10.7801,8.86206,171.3349
0.18834,11.7267,8.77976,270.53461
0.1777,11.3897,9.05252,232.1665
0.13947,10.8594,8.96619,183.03709
0.08246,10.4391,8.975,194.27609
0.08008,10.8399,8.87611,78.9202
0.11786,10.873,8.76668,139.7532
0.08848,10.4971,8.90985,166.7498
0.0915,10.3764,8.90126,129.90331
0.06375,10.3393,8.52592,115.5845
0.09477,10.6557,8.65233,119.8813
0.08134,10.1717,8.72248,125.0166
0.08411,10.2806,8.88315,118.5483
0.02265,10.194,8.92049,86.5461
0.08154,10.1445,7.96255,108.1965
0.08368,10.7212,8.55513,128.5209
0.08607,10.829,8.8268,162.63699
0.08466,11.1401,8.83017,188.63921
0.10524,10.9217,8.92599,117.7978
0.08334,11.0808,8.96226,198.0643
0.06355,10.2163,8.46811,40.9536
0.08408,10.3884,8.65504,122.7518
0.08834,10.6275,8.89887,183.5359
0.08868,10.4065,8.42329,95.025
0.10559,10.5306,8.43035,102.128
0.08398,10.5291,8.57394,110.9094
0.09438,10.2676,8.75341,67.2142
0.10981,10.7229,8.75681,144.4032
0.19182,11.2474,8.75753,225.93291
0.08419,10.5743,8.8884,119.9668
0.08231,10.652,8.96195,113.4167
0.08432,11.2916,9.23828,263.43411
0.08986,10.5935,9.14136,181.996
0.08422,10.5249,8.39241,21.4181
0.08379,10.7812,8.97853,140.77609
0.2239,11.2627,8.62791,132.5013
0.04067,10.2405,8.47022,64.2135
0.14236,10.8143,8.35735,161.369
0.04682,9.6065,7.74657,70.9986
0.07993,10.4778,9.35677,158.1456
0.1895,11.1976,8.75509,191.1763
0.08363,10.5607,8.86684,144.4456
0.08142,10.3088,8.55334,84.9353
0.08664,10.2133,8.73527,122.5036
0.08133,11.0046,8.98097,196.8631
0.1441,10.8654,8.49536,152.6718
0.14448,11.2957,8.92316,250.17439
0.08194,11.1048,8.99057,193.2394
0.06786,10.7318,9.18558,149.2894
0.09081,10.1459,8.48809,98.8293
0.07052,10.6387,8.81984,138.0219
0.09763,10.6468,8.90344,171.0641
0.18589,10.9063,8.72901,108.2267
0.09756,10.5399,8.65895,123.2595
0.04426,10.6508,9.08623,111.2622
0.13377,10.6206,8.54549,104.6127
0.08982,10.3892,8.81874,116.0854
0.13792,10.6373,8.7872,600.0
0.08174,10.6002,8.54304,104.5547
0.08197,10.6097,8.95742,144.9846
0.09701,10.7341,8.87661,105.8697
0.14079,10.6126,8.183,59.5717
0.1743,10.8567,8.65603,112.7582
0.09028,10.2772,8.05428,69.5231
0.08097,10.8175,9.08689,216.3522
0.12301,10.3644,8.77562,128.39439
0.09069,9.9497,8.39202,81.6219
0.12375,11.1034,8.64681,99.7165
0.08171,10.3066,8.73887,129.8625
0.12289,10.6874,8.74992,125.6649
0.11313,10.7388,8.50918,100.6671
0.09613,10.4619,8.74574,120.8061
0.08166,10.7685,8.8652,156.8432
0.09656,10.5007,8.73199,84.9115
0.08353,10.3758,8.81364,116.2135
0.08136,10.5815,8.78723,119.0471
0.08363,10.4107,8.97559,145.5679
0.21713,11.2228,8.67034,178.5287
0.09252,10.5013,8.49006,158.2155
0.04198,10.8603,8.74205,130.32269
0.06294,10.4531,8.7815,91.1458
0.14129,11.1031,8.97864,167.22189
0.19312,10.983,8.61037,148.52521
0.08027,10.3964,8.65881,121.0342
0.08311,10.3371,8.76992,108.0761
0.08036,10.8807,8.94997,135.6787
0.13988,11.1258,8.69765,158.138
